Room For Rent in the Inner Richmond,"$1,400","San Francisco, CA","HOUSE FEATURES:
-Private single room with 2 other roommates on floor
-Room is approximately 12' x 12'
-Newly renovated fully equipped kitchen with flat screen TV and large fridge
-Natural light filled dining area by outdoor deck
-1 full bath + bonus half bath
-In unit washer and dryer
-Spacious living room with flat screen TV
-Sonic fiber optic high-speed internet only available in select SF neighborhoods
-Front and rear outdoor decks
-Close by to many restaurants, shops, markets and stores
-Walking distance to Golden Gate Park, Mountain Lake Park & The Presidio
-Conveniently near many bus lines to downtown (38R, 38BX, 31BX, 1AX, 1BX)
***Rent includes complimentary house cleaning***"
"Pristine, new 1 BR/BA | 597 sq/ft available for immediate move in.","$3,547","San Francisco, CA","UPDATE:
We had to break our lease, and are looking for someone to take over ASAP, so we will pay your *entire move-in deposit* ($800+)."
(SOLD)Dining table,"$1,499","San Francisco, California","Made in India - Indian rose wood
Last one set - table, bench and 4 chairs"
Private bedroom and bathroom in a luxury building,"$2,300","San Francisco, CA",This large 2 bedroom / 2 bath apartment is available for rent starting December 1st 2018 - October 1st 2019. A one year lease is also an option. The apartment is located in Lower Pac Heights (edge of Hayes Valley). Please note the available room and living room are currently unfurnished.
(SOLD)Coffee Table,$50,"Fremont, CA",
Sunny Furnished Room,"$1,490","San Francisco, CA","San Francisco - 7 minutes'walk to UCSFLocation & transportation here.Very quiet large house. Hardly to see people. 7 minutes walked to UCSF.Medium room/sink/fresh air/view. $1490. WiFi signal in the house common areas. Large eat in kitchen with cooking supplies.Sunny sitting room.Street parking only. City life.Location & transportation N Juda muni to down town or sunset in 15 minutes. Also, connect to Bart and Caltrain.Walk to Golden gate park, museums and Whole Food, shopping town, restaurants and Haight street.Furnished Room with sink/sunny view/fresh air/WiFi signal in common areas.Bathrooms only couple steps out of room."
$40 per day - Private Bedroom in Downtown San Mateo until 30th Nov,$40,"San Mateo, CA","1 Private bedroom available immediately (for a month) in a massive 3 bed apartment in San Mateo downtown in excellent community.2min walking from Caltrain station
1min walking from Trags
2min walking from Pub in downtown, restaurants, post office, walgreens.
Closed parking available for $50 per month in the community.
Location cannot get any better.
No pets allowed in community"
Spacious Private Room for Rent,"$1,300","San Francisco, CA","Hey everyone!
We need a housemate for one of the rooms in our 3BD/1Bath apt in the Richmond neighborhood! The available room is spacious and offers a lot of privacy and a big closet for $1300/month, utilities not included. Available for immediate move-in."
Furnished Bedroom in Modern Inner Richmond Community Flat,"$1,350","San Francisco, CA",We are looking for a roommate in our beautiful newly renovated inner richmond community.
Furnished Bedroom in Modern Inner Richmond Community Flat,"$1,350","San Francisco, CA",We are looking for a roommate in our beautiful newly renovated inner richmond community.
***Must Go**** Birch Lane Sofa (Bought For $1200),$500,"Campbell, CA",
"2 Cabins, 5 Acres, Views of Sequoia Lake - 50401 E. Kings Canyon, Miramonte CA 93641","$600,000","Miramonte, CA","50401 E. Kings Canyon, Miramonte CA 93641
$600,000
4 bed, 3 bath
5.03 acresRare opportunity to own 2-1,200+-sq ft gorgeous, furnished cabins with a view of Sequoia Lake. Situated on 5 acres of the enchanted Empress Mountain, just above 6,000' , a few short minutes below the entrance to Sequoia/Kings Canyon Parks. These beautifully restored cabins are nestled amongst towering, mature pines and black oaks, and joined by a sturdy bridge. In the main cabin, enjoy crafted wood, tile, and stone work. The cozy living area boasts a vaulted ceiling, and is complete with a wood burning stove that can be used for cooking. The kitchen has ample storage and work surface for all of your entertaining needs. Beyond the heart of the cabin, there are separate retreats at each end of the cabin, both with individual bathrooms. From the guest cabin, feast on endless views of the lake, surrounding forest, city lights, and on a clear day, the coastal range. This property has an access road to a beautiful meadow with trails leading to the lake, and into the park. Year round access is possible. HOA fees are $140/annualy. Call (559) 287 -1896 for an appointment."
Fully Furnished Apartment close to SFSU,"$1,045","San Francisco, CA",
(SOLD)Single room in SOMA (Mosso Apartments: 900 Folsom St.),"$1,478","San Francisco, CA",We have an opening in our unit at Mosso Apartments!- 15 min walk to FiDi
(SOLD)IKEA sleeper sofa,$100,"Daly City, CA",
"Large 1BR in a bright, friendly Mission 4BR","$1,200","San Francisco, CA",**Scheduling viewings this weekend. Please reach out by email in the Craiglist post (see instructions below). Thanks!**
1/2 bed apartment seconds from Castro Muni,"$3,650","San Francisco, CA","tunning apartment with hardwood floors, fireplace
located in Castro Village neighborhood in San Francisco, only one block north of the very vital Castro Street and Market Street intersectionAvailable for immediate move in."
Apartment in Forest Hills,"$3,558","San Francisco, CA",Large 2 bedroom apartment with 8 windows in 1920's Stucco ; Timber Tudor style Building.
Large Private 1 bedroom in a clean 2 bedroom apartment in Marina!,"$1,875","San Francisco, CA",I'm looking for a long term subletter to move into my room late November.It can be noisy as it is directly above a bar - but I've had little issues with a fan and a white noise machine
2 Squaw Valley Homes on 4 plus Acres of Land,"$359,000","Squaw Valley, CA","45291 Sand Creek Road, Squaw Valley, CA 93675
$359,000
5 bedrooms, 3 bath
4.51 acresTwo beautiful homes on 4+ acres of very nicely maintained land. The homes consist of a tastefully remodeled 3/2 MF built in 1975 & a recently completed 2/1 gambrel style two story, totaling 2,640 square feet of living space, completed in 2018. Enjoy many features including mountain views, home updates throughout, enclosed screened porch, automatic gate opener, open decks, lawn area, oak, buckeye, cypress, and fruit trees. The land is fully fenced with cross fencing, and a nice perimeter hedge provides privacy. The property is about 7.5 miles from HWY 180, and is about 45 minutes to Sequoia/Kings Canyon Parks or the Central Valley. This peaceful property is truly unique and suitable for many uses including, multiple family, rental income, vacation rental, horses, livestock, hobby farm, and more. Make an appointment to see it while it lasts."
Fully Furnished Apartment close to SFSU,"$1,045","San Francisco, CA",
1 Bed 1 Bath Private Room,"$1,300","Daly City, CA","Daly City, California 94014Close to:"
Bed in a Triple in San Francisco,$595,"San Francisco, CA","Hi guys,
I have a bed in a triple located on 1010 bush st available today!Easy access to freeways and public transportation make the East Bay and entire Bay Area easily accessible"
Shared spot in a living room,$650,"San Francisco, CA","Hello guys!Rent-650$/month
Utilities 30 to 40$"
Room/ studio,"$1,350","San Francisco, CA",
Looking to Sublease,FREE,"Santa Barbara, CA",Work in PR and JournalismI'm okay with a month to month or longer.
Malm Queen bed,$120,"San Francisco, CA",
Refurbished Hamilton Beach Iron,$18,"Oakland, CA",
Looking for a roommate,"$1,300","San Francisco, CA","One room available in a 2 bedroom apartment in Portola (next to Bernal Heights) I'm a designer in tech looking for a clean, respectful roommate who also works during the day. Female Preferred!"
1 Bed 1 Bath Apartment for Rent,"$1,650","Mission District, San Francisco","Large sunny room with huge bay windows in the Mission district for rent in a 3 BR, split bathroom, railroad-style apartment. There are three roommates total in the flat. We're on the third floor of the building and enjoy the luxury of a large living room/movie theatre, an open kitchen with large pantry, a laundry room inside the house and a backyard. The floors are all hardwood and the house is kept open, clean, bright and cozy. No pets are allowed unfortunately. No smoking inside."
Birch Lane Sofa (Bought For $1200+),$600,"Campbell, CA",
Modern black floor lamp (bought for $200+),$50,"Campbell, CA",
BEDROOM,"$1,300","San Francisco, CA",
Se renta un apartamneto de dos cuartos,"$1,700","Antioch, CA",
Master bedroom available in 2 bedroom in Duboce Triangle/Lower Haight,"$2,000","San Francisco, CA","The master bedroom in my apt is open on a quiet street in an unbeatable central location: Duboce triangle, 2 blocks from the Church underground Muni station!"
,,,"Move in date: Dec. 16th
$975/month
One time $1125 deposit that you will get back when lease is up in August 2019"
Private Bedroom in Lower Pac Heights Apartment,"$1,400","San Francisco, CA",Hey!
Private Bedroom for Rent,$950,"Walnut Creek, CA",Offering a private bedroom and shared bath in a lovely 1800 sq ft house nestled in a quiet cul de sac. Utilities will not be included*.
Looking for a female roommate,"$2,500","San Francisco, CA","This 2 bedroom / 2 bath apartment is available for rent starting December 1st- October 1st. It is located in a doorman building nestled between Lower Pac Heights and Hayes Valley. The available room and living room are currently unfurnished. The living room, dining room have large windows that are more than half the size of the wall and that run the length of each of those rooms. They let in amazing natural light and views of the city."
1 Bed 1 Bath Apartment,"$1,650","San Francisco, CA",
Large Bedroom and Own Bathroom,"$2,337","San Francisco, CA","I'm looking to fill the second bedroom is this oversized (1,100SF) and under-market ($1,400 below a comparable apartment) 2BR/2B. You will have your own bathroom. The unit has washer & dryer in-unit.Rent: $2,337 + Utilities"
Furnished Bedroom - Short Term Lease,"$1,850","San Francisco, CA",Looking for an awesome female roommate. Available now with flexible short term lease start/end dates up to 2-3 months - great for people just moving to the city or in-between apartments!
Magnetic chalkboard with a wooden frame,$200,"San Francisco, CA",
Care home,"$875,000","San Leandro, CA","This house is up to code for a care home, or nursing home. This will on the market Nov 1st.
Fully remodeled and up to code 4 bedrooms and 2 full bathrooms.
2453 Bermuda San Leandro Ca 94577
Please call me to see home 650-222-8555
Lock box will go one nov 1st
Great investment opportunity!!! Or business venture ..."
1 bedroom/bathroom Available in Condo in Oakland,"$1,200","Oakland, CA","This is a great 2 bedroom/2 bathroom apartment that has a 1 bedroom with bathroom available for rent.https://sfbay.craigslist.org/eby/roo/6735556812.html
https://home.cozy.co/apply/#!/542950"
Private room for rent,"$2,000","San Francisco, CA",
Cozy upstairs private bedroom and bath in Soma Square Townhouse,"$2,500","San Francisco, CA","Address: 1 St Francis Pl. (centrally located; 4 blocks to BART, Muni and Caltrain)Available: November 9th 2018 to August 15 2019 (Negotiable start and end date)
Also available for viewing."
Ottoman,$22,"Sausalito, CA",
Rooms in a Brand New Condo!,"$1,600","San Francisco, CA",Hey all! We are looking to fill our 2B1B Condo.
